CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
228,Male,35,60,20
229,Female,44,90,25
230,Female,47,85,49
231,Male,22,74,50
232,Female,40,76,31
233,Female,23,78,45
234,Male,44,31,55
235,Female,44,94,61
236,Male,29,50,59
237,Female,29,53,70
238,Female,29,83,57
239,Female,25,45,21
240,Female,37,56,22
241,Male,29,52,26
242,Female,53,52,30
243,Female,29,51,20
244,Female,31,34,68
245,Female,38,50,20
246,Male,23,85,55
247,Male,53,49,22
248,Male,32,51,38
249,Male,34,75,61
250,Male,50,69,26
251,Male,22,51,25
252,Male,28,47,50
253,Female,43,79,56
254,Female,49,44,33
255,Male,20,90,60
256,Female,42,39,29
257,Female,22,58,35
258,Male,51,52,59
259,Female,46,56,40
260,Male,30,90,70
261,Female,32,47,69
262,Female,45,82,44
263,Female,51,83,29
264,Female,50,75,48
265,Male,33,32,56
266,Female,22,81,68
267,Female,51,37,70
268,Female,28,70,21
269,Female,41,63,46
270,Male,32,71,60
271,Male,46,74,41
272,Male,26,90,57
273,Male,45,73,23
274,Male,24,69,36
275,Male,51,54,39
276,Male,40,53,16
277,Female,27,45,48
278,Female,34,38,54
279,Male,24,77,21
280,Female,48,93,57
281,Female,28,61,36
282,Male,40,71,33
283,Female,21,69,37
284,Male,44,66,60
285,Female,35,79,70
286,Female,30,87,67
287,Female,22,44,22
288,Female,48,31,25
289,Male,46,66,70
290,Female,40,92,27
291,Female,25,76,28
292,Female,35,72,19
293,Female,32,42,35
294,Male,21,60,46
295,Male,36,38,49
296,Male,47,44,45
297,Male,25,92,56
298,Male,29,85,54
299,Male,21,66,30
300,Male,24,37,38
301,Female,29,72,25
302,Female,23,45,45
303,Male,38,55,31
304,Female,48,46,19
305,Female,30,65,43
306,Male,20,60,50
307,Female,36,79,65
308,Male,24,61,67
309,Female,50,52,26
310,Female,34,58,16
311,Female,27,58,68
312,Female,36,45,58
313,Male,24,72,36
314,Female,22,47,42
315,Female,47,38,44
316,Female,36,48,67
317,Female,40,74,68
318,Male,25,42,15
319,Male,31,88,34
320,Male,32,45,67
321,Male,43,87,34
322,Male,32,48,36
323,Male,25,41,18
324,Male,42,31,56
325,Female,20,91,47
326,Female,38,53,37
327,Male,23,34,70
328,Female,28,88,18
329,Female,36,55,16
330,Male,28,59,68
331,Female,21,63,69
332,Male,44,50,69
333,Female,42,40,46
334,Female,27,33,55
335,Female,45,32,15
336,Female,37,80,46
337,Male,21,86,43
338,Female,29,82,19
339,Female,22,46,54
340,Female,25,95,60
341,Female,47,89,54
342,Male,45,32,39
343,Male,25,44,53
344,Male,42,47,18
345,Male,45,30,39
346,Male,32,67,61
347,Male,29,73,41
348,Male,41,36,30
349,Female,39,63,33
350,Female,43,40,50
351,Male,35,83,56
352,Female,28,79,59
353,Female,31,33,50
354,Male,42,73,44
355,Female,35,81,28
356,Male,47,65,52
357,Female,40,36,50
358,Female,26,45,17
359,Female,22,37,58
360,Female,42,82,17
361,Male,27,89,47
362,Female,24,61,25
363,Female,41,74,51
364,Female,52,46,52
365,Female,45,50,62
366,Male,38,54,18
367,Male,49,31,68
368,Male,48,37,47
369,Male,48,64,21
370,Male,20,32,68
371,Male,24,74,25
372,Male,40,36,24
373,Female,41,90,40
374,Female,41,43,47
375,Male,42,84,68
376,Female,24,30,48
377,Female,47,74,61
378,Male,39,57,54
379,Female,36,39,40
380,Male,31,53,56
381,Female,32,50,50
382,Female,47,66,51
383,Female,41,86,34
384,Female,22,71,27
385,Male,42,91,28
386,Female,33,34,60
387,Female,23,51,66
388,Female,38,53,30
389,Female,20,81,19
390,Male,25,87,53
391,Male,38,68,44
392,Male,20,46,43
393,Male,41,42,58
394,Male,51,35,61
395,Male,28,79,23
396,Male,37,62,39
397,Female,30,43,46
398,Female,38,91,23
399,Male,24,86,53
400,Female,47,79,19
401,Female,25,31,15
402,Male,52,44,45
403,Female,35,45,19
404,Male,44,61,39
405,Female,21,76,66
406,Female,53,64,48
407,Female,25,43,28
408,Female,36,74,68
409,Male,40,88,28
410,Female,39,69,62
411,Female,50,48,16
412,Female,31,86,20
413,Female,27,66,37
414,Male,51,44,43
415,Male,45,31,38
416,Male,33,51,44
417,Male,32,72,34
418,Male,46,39,33
419,Male,53,52,25
420,Male,20,86,68
421,Female,21,32,21
422,Female,42,55,48
423,Male,44,46,25
424,Female,42,58,70
425,Female,24,47,45
426,Male,41,84,32
427,Female,41,30,44
428,Male,38,74,28
429,Female,52,34,39
430,Female,49,87,60
431,Female,43,53,29
432,Female,38,83,21
433,Male,41,39,41
434,Female,31,66,53
435,Female,30,39,54
436,Female,42,77,33
437,Female,29,90,20
438,Male,22,66,69
439,Male,50,86,19
440,Male,22,46,35
441,Male,42,87,68
442,Male,32,81,21
443,Male,49,39,17
444,Male,40,32,40
445,Female,52,37,42
446,Female,44,88,51
447,Male,43,32,25
448,Female,21,77,57
449,Female,43,66,39
450,Male,32,32,64
451,Female,26,89,61
452,Male,50,64,44
453,Female,44,74,40
454,Female,50,69,32
455,Female,46,80,18
456,Female,27,85,28
457,Male,26,89,54
458,Female,41,69,35
459,Female,42,58,65
460,Female,44,40,39
461,Female,23,59,60
462,Male,47,72,62
463,Male,42,46,28
464,Male,36,88,43
465,Male,26,66,43
466,Male,41,41,53
467,Male,32,49,22
468,Male,23,49,66
469,Female,25,60,49
470,Female,49,74,61
471,Male,33,68,48
472,Female,25,34,57
473,Female,26,56,38
474,Male,44,76,49
475,Female,26,85,44
476,Male,25,92,18
477,Female,42,46,57
478,Female,44,86,65
479,Female,30,36,47
480,Female,40,45,15
481,Male,38,31,40
482,Female,50,78,16
483,Female,41,60,64
484,Female,53,61,15
485,Female,52,67,70
486,Male,29,94,41
487,Male,37,52,29
488,Male,30,31,46
489,Male,28,61,53
490,Male,52,44,57
491,Male,35,94,15
492,Male,21,73,27
493,Female,48,33,55
494,Female,26,52,63
495,Male,21,89,29
496,Female,39,65,26
497,Female,32,93,55
498,Male,44,49,33
499,Female,49,42,46
500,Male,21,89,29
501,Female,38,71,58
502,Female,21,53,26
503,Female,50,75,59
504,Female,40,49,63
505,Male,20,88,25
506,Female,38,50,59
507,Female,20,56,44
508,Female,42,92,58
509,Female,32,70,52
510,Male,52,95,28
511,Male,38,42,27
512,Male,30,71,18
513,Male,43,91,46
514,Male,23,90,15
515,Male,36,57,26
516,Male,21,72,68
517,Female,43,85,62
518,Female,49,35,24
519,Male,32,82,50
520,Female,24,92,40
521,Female,20,59,18
522,Male,39,77,67
523,Female,32,50,26
524,Male,42,77,70
525,Female,35,82,27
526,Female,24,55,55
527,Female,33,66,37
528,Female,41,44,53
529,Male,36,74,51
530,Female,40,68,58
531,Female,30,39,25
532,Female,43,69,69
533,Female,25,58,34
534,Male,21,37,37
535,Male,21,45,37
536,Male,40,65,46
537,Male,42,30,37
538,Male,41,48,25
539,Male,20,48,31
540,Male,47,68,31
541,Female,28,49,53
542,Female,45,92,70
543,Male,37,56,25
544,Female,38,60,63
545,Female,50,39,39
546,Male,48,72,36
547,Female,52,84,37
548,Male,41,84,34
549,Female,48,40,21
550,Female,40,74,51
551,Female,50,38,56
552,Female,37,93,34
553,Male,49,84,25
554,Female,31,63,54
555,Female,27,82,28
556,Female,37,94,52
557,Female,49,85,60
558,Male,49,59,17
559,Male,24,57,25
560,Male,31,37,26
561,Male,48,75,58
562,Male,39,93,21
563,Male,42,89,39
564,Male,24,30,15
565,Female,50,87,53
566,Female,40,83,59
567,Male,25,67,42
568,Female,38,89,27
569,Female,23,30,49
570,Male,30,37,29
571,Female,33,70,61
572,Male,31,89,59
573,Female,41,80,39
574,Female,36,48,23
575,Female,35,66,20
576,Female,27,60,37
577,Male,30,86,67
578,Female,39,52,48
579,Female,22,72,56
580,Female,38,91,69
581,Female,26,76,47
582,Male,48,53,38
583,Male,38,59,42
584,Male,45,55,29
585,Male,34,47,30
586,Male,29,54,21
587,Male,28,59,54
588,Male,21,87,60
589,Female,25,94,29
590,Female,21,63,52
591,Male,39,32,29
592,Female,37,44,54
593,Female,34,43,66
594,Male,28,46,38
595,Female,29,67,64
596,Male,30,59,69
597,Female,42,88,52
598,Female,40,38,46
599,Female,30,87,48
600,Female,38,82,27
601,Male,46,44,44
602,Female,23,65,60
603,Female,51,76,66
604,Female,24,92,45
605,Female,34,77,34
606,Male,50,68,27
607,Male,46,71,16
608,Male,23,33,61
609,Male,50,69,48
610,Male,45,76,18
611,Male,51,87,25
612,Male,46,92,17
613,Female,45,82,22
614,Female,24,91,58
615,Male,44,79,39
616,Female,47,62,15
617,Female,32,37,38
618,Male,37,60,60
619,Female,20,48,17
620,Male,21,80,52
621,Female,22,32,22
622,Female,24,89,64
623,Female,52,87,53
624,Female,43,67,37
625,Male,48,58,20
626,Female,36,83,70
627,Female,21,60,25
628,Female,29,71,38
629,Female,52,36,21
630,Male,37,63,37
631,Male,20,60,48
632,Male,38,31,33
633,Male,25,94,56
634,Male,45,36,41
635,Male,41,70,19
636,Male,53,52,46
637,Female,27,67,53
638,Female,42,92,64
639,Male,34,61,65
640,Female,43,95,69
641,Female,52,33,63
642,Male,45,40,63
643,Female,41,79,32
644,Male,43,48,34
645,Female,52,31,26
646,Female,34,55,40
647,Female,52,32,52
648,Female,20,54,22
649,Male,49,31,21
650,Female,25,71,31
651,Female,36,76,45
652,Female,31,41,17
653,Female,49,87,44
654,Male,40,77,31
655,Male,52,70,59
656,Male,39,77,52
657,Male,36,41,55
658,Male,47,42,21
659,Male,41,60,30
660,Male,21,34,49
661,Female,28,34,53
662,Female,48,34,62
663,Male,25,41,26
664,Female,23,38,61
665,Female,20,61,28
666,Male,37,32,68
667,Female,27,52,61
668,Male,37,58,55
669,Female,20,42,36
670,Female,52,56,62
671,Female,34,81,31
672,Female,41,71,25
673,Male,45,54,47
674,Female,37,92,18
675,Female,52,35,62
676,Female,44,36,50
677,Female,29,30,29
678,Male,40,77,42
679,Male,45,47,28
680,Male,39,30,30
681,Male,35,77,40
682,Male,41,55,36
683,Male,42,72,24
684,Male,48,68,66
685,Female,38,34,36
686,Female,22,64,32
687,Male,39,88,35
688,Female,32,56,63
689,Female,31,55,25
690,Male,25,65,34
691,Female,45,79,51
692,Male,51,40,50
693,Female,52,35,45
694,Female,31,64,31
695,Female,20,46,29
696,Female,32,94,28
697,Male,28,65,59
698,Female,43,88,25
699,Female,40,52,45
700,Female,43,72,30
701,Female,38,64,38
702,Male,31,62,28
703,Male,41,46,23
704,Male,43,36,15
705,Male,42,66,38
706,Male,25,42,23
707,Male,38,30,58
708,Male,35,57,26
709,Female,34,63,20
710,Female,40,88,26
711,Male,35,37,63
712,Female,37,66,52
713,Female,51,56,52
714,Male,27,95,28
715,Female,43,67,23
716,Male,52,87,45
717,Female,23,83,35
718,Female,30,35,44
719,Female,28,89,21
720,Female,52,62,33
721,Male,51,89,50
722,Female,22,37,57
723,Female,41,68,56
724,Female,38,72,68
725,Female,28,37,30
726,Male,30,81,54
727,Male,28,43,19
728,Male,47,35,63
729,Male,31,81,33
730,Male,28,91,51
731,Male,23,73,70
732,Male,32,57,35
733,Female,33,89,67
734,Female,26,43,33
735,Male,42,80,67
736,Female,41,74,57
737,Female,44,44,49
738,Male,23,67,18
739,Female,41,95,61
740,Male,26,61,41
741,Female,33,49,62
742,Female,48,83,61
743,Female,53,78,27
744,Female,21,85,58
745,Male,28,54,51
746,Female,30,62,32
747,Female,36,87,45
748,Female,21,45,44
749,Female,30,36,19
750,Male,53,94,58
751,Male,43,71,55
752,Male,30,54,51
753,Male,28,40,31
754,Male,29,43,43
755,Male,29,77,57
756,Male,52,55,70
757,Female,44,81,44
758,Female,34,41,50
759,Male,29,81,31
760,Female,42,57,46
761,Female,46,71,57
762,Male,20,58,23
763,Female,36,95,49
764,Male,26,68,29
765,Female,53,82,27
766,Female,32,31,60
767,Female,33,94,53
768,Female,26,86,61
769,Male,48,84,48
770,Female,26,55,54
771,Female,31,59,20
772,Female,43,37,26
773,Female,20,48,67
774,Male,46,51,68
775,Male,43,42,19
776,Male,33,89,38
777,Male,31,56,58
778,Male,51,66,19
779,Male,49,39,23
780,Male,38,93,60
781,Female,44,59,53
782,Female,23,93,29
783,Male,38,91,66
784,Female,36,68,27
785,Female,33,79,41
786,Male,40,48,41
787,Female,41,72,69
788,Male,53,31,60
789,Female,48,70,33
790,Female,32,82,24
791,Female,53,72,31
792,Female,24,82,40
793,Male,46,89,31
794,Female,46,62,44
795,Female,31,33,54
796,Female,41,80,47
797,Female,52,39,25
798,Male,44,71,55
799,Male,39,63,28
800,Male,43,79,58
801,Male,39,65,48
802,Male,23,70,55
803,Male,39,67,57
804,Male,46,44,22
805,Female,51,71,24
806,Female,36,71,23
807,Male,31,39,22
808,Female,41,82,19
809,Female,45,66,68
810,Male,35,67,53
811,Female,52,82,33
812,Male,34,52,62
813,Female,39,88,69
814,Female,51,90,48
815,Female,24,82,44
816,Female,51,53,17
817,Male,51,92,65
818,Female,30,37,35
819,Female,23,54,28
820,Female,30,67,22
821,Female,37,52,18
822,Male,40,76,26
823,Male,44,53,25
824,Male,28,53,26
825,Male,48,32,56
826,Male,31,76,56
827,Male,22,58,70
828,Male,48,36,63
829,Female,43,46,58
830,Female,49,84,15
831,Male,36,38,64
832,Female,30,87,62
833,Female,47,65,54
834,Male,37,79,31
835,Female,29,58,48
836,Male,26,76,27
837,Female,40,61,64
838,Female,36,84,48
839,Female,28,40,54
840,Female,45,52,66
841,Male,52,89,47
842,Female,27,53,65
843,Female,34,44,49
844,Female,36,68,33
845,Female,52,32,33
846,Male,42,39,63
847,Male,43,74,49
848,Male,24,42,59
849,Male,53,86,69
850,Male,37,36,52
851,Male,28,48,44
852,Male,53,46,70
853,Female,42,89,39
854,Female,45,39,31
855,Male,44,41,15
856,Female,35,86,68
857,Female,39,77,35
858,Male,40,31,24
859,Female,47,60,19
860,Male,48,39,15
861,Female,31,32,42
862,Female,40,32,17
863,Female,24,50,48
864,Female,38,44,70
865,Male,24,41,65
866,Female,26,89,52
867,Female,43,58,56
868,Female,25,37,37
869,Female,24,61,47
870,Male,30,91,66
871,Male,35,42,50
872,Male,46,87,16
873,Male,50,47,29
874,Male,48,70,64
875,Male,53,94,33
876,Male,29,39,18
877,Female,36,94,25
878,Female,29,52,46
879,Male,41,37,17
880,Female,52,62,55
881,Female,30,81,33
882,Male,35,54,16
883,Female,20,72,35
884,Male,29,66,48
885,Female,20,85,66
886,Female,33,82,56
887,Female,28,68,31
888,Female,41,48,67
889,Male,30,81,41
890,Female,31,38,18
891,Female,34,93,51
892,Female,21,62,38
893,Female,38,91,26
894,Male,39,74,51
895,Male,27,88,25
896,Male,33,75,59
897,Male,32,52,30
898,Male,47,71,17
899,Male,41,51,45
900,Male,34,78,41
901,Female,43,61,25
902,Female,35,45,36
903,Male,45,95,67
904,Female,31,51,59
905,Female,22,53,53
906,Male,30,83,58
907,Female,30,59,35
908,Male,27,84,47
909,Female,48,73,18
910,Female,30,34,52
911,Female,27,60,55
912,Female,39,51,69
913,Male,44,63,38
914,Female,28,44,34
915,Female,32,56,38
916,Female,25,48,32
917,Female,46,64,45
918,Male,26,48,54
919,Male,24,49,29
920,Male,34,88,60
921,Male,24,83,63
922,Male,51,87,51
923,Male,33,83,35
924,Male,29,76,33
925,Female,38,59,69
926,Female,39,32,63
927,Male,34,34,30
928,Female,39,33,45
929,Female,33,94,40
930,Male,21,94,66
931,Female,38,55,58
932,Male,36,94,16
933,Female,35,50,66
934,Female,25,35,27
935,Female,46,78,70
936,Female,39,31,20
937,Male,38,83,40
938,Female,33,69,32
939,Female,36,80,32
940,Female,26,34,40
941,Female,40,84,62
942,Male,36,65,35
943,Male,24,84,27
944,Male,23,66,50
945,Male,42,79,16
946,Male,23,49,66
947,Male,26,82,40
948,Male,36,32,45
949,Female,47,71,56
950,Female,49,76,57
951,Male,43,58,70
952,Female,50,54,28
953,Female,29,57,65
954,Male,52,55,69
955,Female,39,90,29
956,Male,33,50,49
957,Female,22,35,31
958,Female,53,59,33
959,Female,42,91,61
960,Female,47,40,23
961,Male,41,33,15
962,Female,28,75,67
963,Female,52,75,49
964,Female,36,56,46
965,Female,32,55,47
966,Male,42,70,42
967,Male,34,83,44
968,Male,51,53,22
969,Male,26,52,50
970,Male,50,48,33
971,Male,27,74,27
972,Male,49,61,25
973,Female,38,31,66
974,Female,37,78,70
975,Male,27,85,38
976,Female,42,32,49
977,Female,37,47,54
978,Male,40,53,30
979,Female,53,39,50
980,Male,48,30,38
981,Female,37,37,17
982,Female,33,93,54
983,Female,49,60,46
984,Female,22,60,64
985,Male,52,40,57
986,Female,26,59,42
987,Female,43,76,53
988,Female,42,89,42
989,Female,30,62,49
990,Male,23,45,45
991,Male,36,93,64
992,Male,49,60,62
993,Male,36,69,65
994,Male,33,52,62
995,Male,27,69,15
996,Male,20,39,29
997,Female,41,80,67
998,Female,48,72,64
999,Male,43,39,18
1000,Female,42,46,52
1001,Female,30,91,41
1002,Male,44,74,48
1003,Female,48,76,28
1004,Male,52,42,59
1005,Female,27,73,34
1006,Female,39,77,57
1007,Female,25,80,24
1008,Female,47,57,65
1009,Male,50,44,27
1010,Female,47,58,61
1011,Female,20,45,55
1012,Female,32,89,30
1013,Female,25,73,42
1014,Male,45,30,40
1015,Male,53,49,70
1016,Male,48,95,38
1017,Male,34,82,28
1018,Male,31,71,18
1019,Male,22,87,27
1020,Male,29,88,45
1021,Female,30,62,58
1022,Female,22,82,34
1023,Male,49,89,42
1024,Female,47,60,21
1025,Female,33,67,55
1026,Male,40,66,61
1027,Female,25,41,30
1028,Male,37,72,37
1029,Female,46,55,65
1030,Female,32,81,43
1031,Female,53,75,27
1032,Female,31,51,42
1033,Male,41,80,43
1034,Female,45,77,26
1035,Female,41,62,43
1036,Female,38,72,23
1037,Female,34,46,37
1038,Male,44,87,52
1039,Male,24,36,54
1040,Male,29,51,50
1041,Male,27,65,26
1042,Male,32,57,67
1043,Male,25,47,60
1044,Male,29,94,34
1045,Female,44,42,30
1046,Female,26,65,63
1047,Male,29,91,50
1048,Female,28,38,18
1049,Female,46,64,45
1050,Male,27,52,34
1051,Female,36,44,67
1052,Male,40,64,36
1053,Female,53,49,49
1054,Female,28,94,43
1055,Female,50,80,49
1056,Female,49,44,56
1057,Male,37,71,51
1058,Female,21,92,15
1059,Female,53,70,32
1060,Female,28,35,21
1061,Female,30,63,50
1062,Male,22,67,45
1063,Male,50,30,61
1064,Male,27,60,19
1065,Male,20,87,66
1066,Male,40,42,16
1067,Male,22,38,27
1068,Male,45,53,67
1069,Female,22,44,36
1070,Female,52,43,62
1071,Male,40,57,20
1072,Female,36,73,41
1073,Female,33,39,53
1074,Male,29,55,53
1075,Female,44,72,38
1076,Male,45,49,15
1077,Female,47,64,18
1078,Female,46,34,17
1079,Female,52,46,37
1080,Female,46,30,42
1081,Male,22,78,45
1082,Female,22,50,65
1083,Female,35,94,41
1084,Female,33,62,66
1085,Female,44,86,28
1086,Male,24,84,48
1087,Male,30,37,33
1088,Male,49,38,48
1089,Male,39,35,45
1090,Male,40,39,68
1091,Male,37,91,67
1092,Male,43,62,36
1093,Female,23,86,69
1094,Female,42,78,38
1095,Male,26,82,66
1096,Female,29,69,46
1097,Female,48,45,68
1098,Male,37,39,45
1099,Female,48,56,53
1100,Male,29,88,63
1101,Female,43,56,43
1102,Female,20,66,38
1103,Female,35,72,46
1104,Female,29,95,21
1105,Male,31,60,20
1106,Female,37,35,21
1107,Female,40,75,28
1108,Female,30,30,48
1109,Female,44,54,35
1110,Male,41,39,27
1111,Male,28,51,27
